Sr. No.,Ticker,Symbol,Company Name,"Market capitalization as on March 31, 2023
(Rs in Lakhs)"
1176,JAYAGROGN.NS,JAYAGROGN,Jayant Agro Organics Limited,44025
1177,DIGISPICE.NS,DIGISPICE,DiGiSPICE Technologies Limited,43993
1178,BBTCL.NS,BBTCL,B&B Triplewall Containers Limited,43935
1179,PREMEXPLN.NS,PREMEXPLN,Premier Explosives Limited,43477
1180,SWELECTES.NS,SWELECTES,Swelect Energy Systems Limited,43240
1181,KELLTONTEC.NS,KELLTONTEC,Kellton Tech Solutions Limited,42522
1182,MUTHOOTCAP.NS,MUTHOOTCAP,Muthoot Capital Services Limited,42336
1183,APCL.NS,APCL,Anjani Portland Cement Limited,42182
1184,ASIANENE.NS,ASIANENE,Asian Energy Services Limited,42053
1185,DONEAR.NS,DONEAR,Donear Industries Limited,41912
1186,ADSL.NS,ADSL,Allied Digital Services Limited,41616
1187,BANSWRAS.NS,BANSWRAS,Banswara Syntex Limited,41472
1188,NAHARCAP.NS,NAHARCAP,Nahar Capital and Financial Services Limited,41472
1189,ICEMAKE.NS,ICEMAKE,Ice Make Refrigeration Limited,41374
1190,BAIDFIN.NS,BAIDFIN,Baid Finserv Limited,41063
1191,STCINDIA.NS,STCINDIA,The State Trading Corporation of India Limited,41040
1192,TBZ.NS,TBZ,Tribhovandas Bhimji Zaveri Limited,40772
1193,SALZERELEC.NS,SALZERELEC,Salzer Electronics Limited,40588
1194,IFBAGRO.NS,IFBAGRO,IFB Agro Industries Limited,40335
1195,PTL.NS,PTL,PTL Enterprises Limited,40309
1196,ARIHANTCAP.NS,ARIHANTCAP,Arihant Capital Markets Limited,40240
1197,CSLFINANCE.NS,CSLFINANCE,CSL Finance Limited,40159
1198,JSLL.NS,JSLL,Jeena Sikho Lifecare Limited,40011
1199,UNIVPHOTO.NS,UNIVPHOTO,Universus Photo Imagings Limited,39862
1200,HARDWYN.NS,HARDWYN,Hardwyn India Limited,39857
1201,DSSL.NS,DSSL,Dynacons Systems & Solutions Limited,39736
1202,REVATHI.NS,REVATHI,Revathi Equipment Limited,39352
1203,HCL-INSYS.NS,HCL-INSYS,HCL Infosystems Limited,39341
1204,PLASTIBLEN.NS,PLASTIBLEN,Plastiblends India Limited,39244
1205,UNIDT.NS,UNIDT,United Drilling Tools Limited,39084
1206,CAREERP.NS,CAREERP,Career Point Limited,39033
1207,ARROWGREEN.NS,ARROWGREEN,Arrow Greentech Limited,39010
1208,SREEL.NS,SREEL,Sreeleathers Limited,38924
1209,SBC.NS,SBC,SBC Exports Limited,38836
1210,RADIOCITY.NS,RADIOCITY,Music Broadcast Limited,38303
1211,SERVOTECH.NS,SERVOTECH,Servotech Power Systems Limited,38278
1212,SAKAR.NS,SAKAR,Sakar Healthcare Limited,38194
1213,BALAJITELE.NS,BALAJITELE,Balaji Telefilms Limited,37519
1214,NXTDIGITAL.NS,NXTDIGITAL,NXTDIGITAL LIMITED,37493
1215,GOACARBON.NS,GOACARBON,Goa Carbon Limited,37428
1216,BIRLACABLE.NS,BIRLACABLE,Birla Cable Limited,37380
1217,RITCO.NS,RITCO,Ritco Logistics Limited,37082
1218,SELAN.NS,SELAN,Selan Exploration Technology Limited,36997
1219,ASCOM.NS,ASCOM,Ascom Leasing & Investments Limited,36900
1220,OSIAHYPER.NS,OSIAHYPER,Osia Hyper Retail Limited,36661
1221,HINDCOMPOS.NS,HINDCOMPOS,Hindustan Composites Limited,36598
1222,DHANBANK.NS,DHANBANK,Dhanlaxmi Bank Limited,36560
1223,DYCL.NS,DYCL,Dynamic Cables Limited,36554
1224,DHUNINV.NS,DHUNINV,Dhunseri Investments Limited,36546
1225,EIFFL.NS,EIFFL,Euro India Fresh Foods Limited,36382
1226,MUNJALAU.NS,MUNJALAU,Munjal Auto Industries Limited,36300
1227,NAHARINDUS.NS,NAHARINDUS,Nahar Industrial Enterprises Limited,36051
1228,DELPHIFX.NS,DELPHIFX,DELPHI WORLD MONEY LIMITED,36038
1229,URJA.NS,URJA,Urja Global Limited,35994
1230,PRIMESECU.NS,PRIMESECU,Prime Securities Limited,35852
1231,NECLIFE.NS,NECLIFE,Nectar Lifesciences Limited,35770
1232,NBIFIN.NS,NBIFIN,N. B. I. Industrial Finance Company Limited,35680
1233,GRPLTD.NS,GRPLTD,GRP Limited,35600
1234,MAWANASUG.NS,MAWANASUG,Mawana Sugars Limited,35244
1235,ZIMLAB.NS,ZIMLAB,Zim Laboratories Limited,35204
1236,PDMJEPAPER.NS,PDMJEPAPER,Pudumjee Paper Products Limited,35084
1237,ONEPOINT.NS,ONEPOINT,One Point One Solutions Limited,35073
1238,MAXIND.NS,MAXIND,Max India Limited,35047
1239,SHYAMCENT.NS,SHYAMCENT,Shyam Century Ferrous Limited,35009
1240,VARDHACRLC.NS,VARDHACRLC,Vardhman Acrylics Limited,34958
1241,RADHIKAJWE.NS,RADHIKAJWE,Radhika Jeweltech Limited,34940
1242,NPST.NS,NPST,Network People Services Technologies Limited,34937
1243,THEINVEST.NS,THEINVEST,The Investment Trust Of India Limited,34924
1244,HTMEDIA.NS,HTMEDIA,HT Media Limited,34796
1245,NRAIL.NS,NRAIL,N R Agarwal Industries Limited,34702
1246,RCOM.NS,RCOM,Reliance Communications Limited,34569
1247,DICIND.NS,DICIND,DIC India Limited,34536
1248,OSWALAGRO.NS,OSWALAGRO,Oswal Agro Mills Limited,34498
1249,POCL.NS,POCL,Pondy Oxides & Chemicals Limited,34479
1250,AARTISURF.NS,AARTISURF,Aarti Surfactants Limited,34411
1251,SKMEGGPROD.NS,SKMEGGPROD,SKM Egg Products Export (India) Limited,34400
1252,SOLEX.NS,SOLEX,Solex Energy Limited,34360
1253,DEEPENR.NS,DEEPENR,DEEP ENERGY RESOURCES LIMITED,34336
1254,FCSSOFT.NS,FCSSOFT,FCS Software Solutions Limited,34191
1255,MUNJALSHOW.NS,MUNJALSHOW,Munjal Showa Limited,34076
1256,KOTHARIPRO.NS,KOTHARIPRO,Kothari Products Limited,34052
1257,PONNIERODE.NS,PONNIERODE,Ponni Sugars (Erode) Limited,34033
1258,CHEMBOND.NS,CHEMBOND,Chembond Chemicals Ltd,34017
1259,USASEEDS.NS,USASEEDS,Upsurge Seeds Of Agriculture Limited,33993
1260,KERNEX.NS,KERNEX,Kernex Microsystems (India) Limited,33878
1261,RANASUG.NS,RANASUG,Rana Sugars Limited,33785
1262,CUPID.NS,CUPID,Cupid Limited,33752
1263,BGRENERGY.NS,BGRENERGY,BGR Energy Systems Limited,33699
1264,GENUSPAPER.NS,GENUSPAPER,Genus Paper & Boards Limited,33555
1265,GSS.NS,GSS,GSS Infotech Limited,33552
1266,PENINLAND.NS,PENINLAND,Peninsula Land Limited,33365
1267,JYOTISTRUC.NS,JYOTISTRUC,Jyoti Structures Limited,33313
1268,ADVANIHOTR.NS,ADVANIHOTR,Advani Hotels & Resorts (India) Limited,33301
1269,KAYA.NS,KAYA,Kaya Limited,33222
1270,KOTHARIPET.NS,KOTHARIPET,Kothari Petrochemicals Limited,33219
1271,LIBERTSHOE.NS,LIBERTSHOE,Liberty Shoes Limited,33168
1272,KHADIM.NS,KHADIM,Khadim India Limited,33145
1273,PPL.NS,PPL,Prakash Pipes Limited,33139
1274,VIPCLOTHNG.NS,VIPCLOTHNG,VIP Clothing Limited,33121
1275,NDRAUTO.NS,NDRAUTO,Ndr Auto Components Limited,32996
1276,PROZONINTU.NS,PROZONINTU,Prozone Intu Properties Limited,32733
1277,INDOBORAX.NS,INDOBORAX,Indo Borax & Chemicals Limited,32716
1278,CONSOFINVT.NS,CONSOFINVT,Consolidated Finvest & Holdings Limited,32682
1279,INDSWFTLAB.NS,INDSWFTLAB,Ind-Swift Laboratories Limited,32616
1280,ZUARIIND.NS,ZUARIIND,ZUARI INDUSTRIES LIMITED,32432
1281,GVKPIL.NS,GVKPIL,GVK Power & Infrastructure Limited,32362
1282,SBGLP.NS,SBGLP,Suratwwala Business Group Limited,32099
1283,HIRECT.NS,HIRECT,Hind Rectifiers Limited,32092
1284,CHEMFAB.NS,CHEMFAB,Chemfab Alkalis Limited,32087
1285,GLOBAL.NS,GLOBAL,Global Education Limited,31640
1286,ANNAPURNA.NS,ANNAPURNA,Annapurna Swadisht Limited,31604
1287,INTLCONV.NS,INTLCONV,International Conveyors Limited,31464
1288,EMKAYTOOLS.NS,EMKAYTOOLS,Emkay Taps and Cutting Tools Limited,31374
1289,ORBTEXP.NS,ORBTEXP,Orbit Exports Limited,31372
1290,SOUTHWEST.NS,SOUTHWEST,South West Pinnacle Exploration Limited,31167
1291,KAMATHOTEL.NS,KAMATHOTEL,Kamat Hotels (I) Limited,31013
1292,RAJMET.NS,RAJMET,Rajnandini Metal Limited,30966
1293,RAMAPHO.NS,RAMAPHO,Rama Phosphates Limited,30910
1294,OMINFRAL.NS,OMINFRAL,OM INFRA LIMITED,30865
1295,HMVL.NS,HMVL,Hindustan Media Ventures Limited,30832
1296,AYMSYNTEX.NS,AYMSYNTEX,AYM Syntex Limited,30716
1297,MSPL.NS,MSPL,MSP Steel & Power Limited,30448
1298,WEALTH.NS,WEALTH,Wealth First Portfolio Managers Limited,30335
1299,UNITECH.NS,UNITECH,Unitech Limited,30087
1300,WEBELSOLAR.NS,WEBELSOLAR,Websol Energy System Limited,29971
1301,NURECA.NS,NURECA,Nureca Limited,29956
1302,LYKALABS.NS,LYKALABS,Lyka Labs Limited,29938
1303,GKWLIMITED.NS,GKWLIMITED,GKW Limited,29785
1304,MHLXMIRU.NS,MHLXMIRU,Mahalaxmi Rubtech Limited,29710
1305,AURUM.NS,AURUM,Aurum PropTech Limited,29574
1306,SKYGOLD.NS,SKYGOLD,Sky Gold Limited,29272
1307,ALBERTDAVD.NS,ALBERTDAVD,Albert David Limited,29252
1308,SHIVAUM.NS,SHIVAUM,Shiv Aum Steels Limited,29241
1309,PAVNAIND.NS,PAVNAIND,Pavna Industries Limited,29203
1310,CINELINE.NS,CINELINE,Cineline India Limited,29167
1311,KOTARISUG.NS,KOTARISUG,Kothari Sugars And Chemicals Limited,28928
1312,SHEMAROO.NS,SHEMAROO,Shemaroo Entertainment Limited,28908
1313,SILINV.NS,SILINV,SIL Investments Limited,28752
1314,SKP.NS,SKP,SKP Bearing Industries Limited,28718
1315,MMP.NS,MMP,MMP Industries Limited,28603
1316,EQUIPPP.NS,EQUIPPP,Equippp Social Impact Technologies Limited,28506
1317,MANORG.NS,MANORG,Mangalam Organics Limited,28490
1318,CYBERTECH.NS,CYBERTECH,Cybertech Systems And Software Limited,28359
1319,TRIGYN.NS,TRIGYN,Trigyn Technologies Limited,28292
1320,SINTERCOM.NS,SINTERCOM,Sintercom India Limited,28161
1321,JINDALPHOT.NS,JINDALPHOT,Jindal Photo Limited,28005
1322,SARLAPOLY.NS,SARLAPOLY,Sarla Performance Fibers Limited,27890
1323,RUCHIRA.NS,RUCHIRA,Ruchira Papers Limited,27845
1324,ESSENTIA.NS,ESSENTIA,Integra Essentia Limited,27650
1325,MACPOWER.NS,MACPOWER,Macpower CNC Machines Limited,27591
1326,AUTOIND.NS,AUTOIND,Autoline Industries Limited,27527
1327,ORIENTABRA.NS,ORIENTABRA,Orient Abrasives Limited,27397
1328,APOLSINHOT.NS,APOLSINHOT,Apollo Sindoori Hotels Limited,27359
1329,DYNPRO.NS,DYNPRO,Dynemic Products Limited,27281
1330,CLEDUCATE.NS,CLEDUCATE,CL Educate Limited,27259
1331,PARSVNATH.NS,PARSVNATH,Parsvnath Developers Limited,27199
1332,GSCLCEMENT.NS,GSCLCEMENT,Gujarat Sidhee Cement Limited,27177
1333,MIRCELECTR.NS,MIRCELECTR,MIRC Electronics Limited,27137
1334,VISHWARAJ.NS,VISHWARAJ,Vishwaraj Sugar Industries Limited,27134
1335,HINDMOTORS.NS,HINDMOTORS,Hindustan Motors Limited,26917
1336,NINSYS.NS,NINSYS,NINtec Systems Limited,26889
1337,NATHBIOGEN.NS,NATHBIOGEN,Nath Bio-Genes (India) Limited,26843
1338,KNAGRI.NS,KNAGRI,KN Agri Resources Limited,26836
1339,GEECEE.NS,GEECEE,GeeCee Ventures Limited,26725
1340,KCPSUGIND.NS,KCPSUGIND,KCP Sugar and Industries Corporation Limited,26702
1341,STEL.NS,STEL,Stel Holdings Limited,26520
1342,PODDARMENT.NS,PODDARMENT,Poddar Pigments Limited,26355
1343,KOTYARK.NS,KOTYARK,Kotyark Industries Limited,26351
1344,HITECHCORP.NS,HITECHCORP,Hitech Corporation Limited,26339
1345,EUROBOND.NS,EUROBOND,Euro Panel Products Limited,26338
1346,MICEL.NS,MICEL,MIC Electronics Limited,26241
1347,ORICONENT.NS,ORICONENT,Oricon Enterprises Limited,26227
1348,20MICRONS.NS,20MICRONS,20 Microns Limited,26218
1349,MWL.NS,MWL,Mangalam Worldwide Limited,26216
1350,MINDTECK.NS,MINDTECK,Mindteck (India) Limited,26149
1351,BMETRICS.NS,BMETRICS,Bombay Metrics Supply Chain Limited,26106
1352,GOKUL.NS,GOKUL,Gokul Refoils and Solvent Limited,26036
1353,SECL.NS,SECL,Salasar Exteriors and Contour Limited,25989
1354,DUGLOBAL.NS,DUGLOBAL,DUDIGITAL GLOBAL LIMITED,25970
1355,WEL.NS,WEL,Wonder Electricals Limited,25957
1356,SUPERHOUSE.NS,SUPERHOUSE,Superhouse Limited,25947
1357,LOYALTEX.NS,LOYALTEX,Loyal Textile Mills Limited,25922
1358,BPL.NS,BPL,BPL Limited,25859
1359,BIRLAMONEY.NS,BIRLAMONEY,Aditya Birla Money Limited,25714
1360,GPTINFRA.NS,GPTINFRA,GPT Infraprojects Limited,25625
1361,E2E.NS,E2E,E2E Networks Limited,25585
1362,SHIVAMAUTO.NS,SHIVAMAUTO,Shivam Autotech Limited,25544
1363,DCMNVL.NS,DCMNVL,DCM Nouvelle Limited,25215
1364,MAZDA.NS,MAZDA,Mazda Limited,24821
1365,MADHAVBAUG.NS,MADHAVBAUG,Vaidya Sane Ayurved Laboratories Limited,24707
1366,WINDMACHIN.NS,WINDMACHIN,Windsor Machines Limited,24544
1367,BASML.NS,BASML,Bannari Amman Spinning Mills Limited,24316
1368,WALCHANNAG.NS,WALCHANNAG,Walchandnagar Industries Limited,24223
1369,SEJALLTD.NS,SEJALLTD,Sejal Glass Limited,24083
1370,UCALFUEL.NS,UCALFUEL,Ucal Fuel Systems Limited,23993
1371,MAHEPC.NS,MAHEPC,Mahindra EPC Irrigation Limited,23983
1372,V2RETAIL.NS,V2RETAIL,V2 Retail Limited,23969
1373,SAKUMA.NS,SAKUMA,Sakuma Exports Limited,23925
1374,VERTOZ.NS,VERTOZ,Vertoz Advertising Limited,23910
1375,KMSUGAR.NS,KMSUGAR,K.M.Sugar Mills Limited,23874
1376,ASHIMASYN.NS,ASHIMASYN,Ashima Limited,23862
1377,UFO.NS,UFO,UFO Moviez India Limited,23841
1378,VIKASECO.NS,VIKASECO,Vikas EcoTech Limited,23714
1379,SAKHTISUG.NS,SAKHTISUG,Sakthi Sugars Limited,23710
1380,MAHESHWARI.NS,MAHESHWARI,Maheshwari Logistics Limited,23574
1381,MAANALU.NS,MAANALU,Maan Aluminium Limited,23540
1382,HUBTOWN.NS,HUBTOWN,Hubtown Limited,23511
1383,REPL.NS,REPL,Rudrabhishek Enterprises Limited,23412
1384,QMSMEDI.NS,QMSMEDI,QMS Medical Allied Services Limited,23330
1385,MANAKSTEEL.NS,MANAKSTEEL,Manaksia Steels Limited,23265
1386,EMAMIREAL.NS,EMAMIREAL,Emami Realty Limited,23236
1387,GENCON.NS,GENCON,Generic Engineering Construction and Projects Limited,23177
1388,STARPAPER.NS,STARPAPER,Star Paper Mills Limited,22843
1389,GUJAPOLLO.NS,GUJAPOLLO,Gujarat Apollo Industries Limited,22745
1390,JAYSREETEA.NS,JAYSREETEA,Jayshree Tea & Industries Limited,22712
1391,NDL.NS,NDL,Nandan Denim Limited,22631
1392,BCONCEPTS.NS,BCONCEPTS,Brand Concepts Limited,22525
1393,GIRRESORTS.NS,GIRRESORTS,GIR Natureview Resorts Limited,22472
1394,SMLT.NS,SMLT,Sarthak Metals Limited,22451
1395,TPLPLASTEH.NS,TPLPLASTEH,TPL Plastech Limited,22309
1396,TEMBO.NS,TEMBO,Tembo Global Industries Limited,22224
1397,DANGEE.NS,DANGEE,Dangee Dums Limited,22095
1398,NIPPOBATRY.NS,NIPPOBATRY,Indo-National Limited,22069
1399,ASIANHOTNR.NS,ASIANHOTNR,Asian Hotels (North) Limited,22041
1400,BRNL.NS,BRNL,Bharat Road Network Limited,22037
1401,PPAP.NS,PPAP,PPAP Automotive Limited,21980
1402,PASUPTAC.NS,PASUPTAC,Pasupati Acrylon Limited,21882
1403,FROG.NS,FROG,Frog Cellsat Limited,21810
1404,ASAHISONG.NS,ASAHISONG,Asahi Songwon Colors Limited,21801
1405,PRECOT.NS,PRECOT,Precot Limited,21792
1406,MEP.NS,MEP,MEP Infrastructure Developers Limited,21738
1407,VENUSREM.NS,VENUSREM,Venus Remedies Limited,21715
1408,KILITCH.NS,KILITCH,Kilitch Drugs (India) Limited,21691
1409,BTML.NS,BTML,Bodhi Tree Multimedia Limited,21618
1410,MEGASTAR.NS,MEGASTAR,Megastar Foods Limited,21508
1411,DRCSYSTEMS.NS,DRCSYSTEMS,DRC Systems India Limited,21446
1412,ZODIACLOTH.NS,ZODIACLOTH,Zodiac Clothing Company Limited,21276
1413,HILTON.NS,HILTON,Hilton Metal Forging Limited,20979
1414,INDOTHAI.NS,INDOTHAI,Indo Thai Securities Limited,20855
1415,JITFINFRA.NS,JITFINFRA,JITF Infralogistics Limited,20846
1416,EROSMEDIA.NS,EROSMEDIA,Eros International Media Limited,20765
1417,DEVIT.NS,DEVIT,Dev Information Technology Limited,20725
1418,BIL.NS,BIL,Bhartiya International Limited,20703
1419,EIMCOELECO.NS,EIMCOELECO,Eimco Elecon (India) Limited,20547
1420,ANMOL.NS,ANMOL,Anmol India Limited,20512
1421,COASTCORP.NS,COASTCORP,Coastal Corporation Limited,20384
1422,RAJTV.NS,RAJTV,Raj Television Network Limited,20376
1423,KORE.NS,KORE,Jay Jalaram Technologies Limited,20357
1424,RELCAPITAL.NS,RELCAPITAL,Reliance Capital Limited,20217
1425,MGEL.NS,MGEL,Mangalam Global Enterprise Limited,20091
1426,FOCE.NS,FOCE,Foce India Limited,20061
1427,INDTERRAIN.NS,INDTERRAIN,Indian Terrain Fashions Limited,19976
1428,TAKE.NS,TAKE,Take Solutions Limited,19971
1429,TOTAL.NS,TOTAL,Total Transport Systems Limited,19957
1430,ACCURACY.NS,ACCURACY,Accuracy Shipping Limited,19949
1431,AVG.NS,AVG,AVG Logistics Limited,19894
1432,HARRMALAYA.NS,HARRMALAYA,Harrisons  Malayalam Limited,19784
1433,SHREYANIND.NS,SHREYANIND,Shreyans Industries Limited,19742
1434,LOKESHMACH.NS,LOKESHMACH,Lokesh Machines Limited,19686
1435,LGBFORGE.NS,LGBFORGE,LGB Forge Limited,19652
1436,SYSTANGO.NS,SYSTANGO,Systango Technologies Limited,19480
1437,SIGMA.NS,SIGMA,Sigma Solve Limited,19440
1438,MARALOVER.NS,MARALOVER,Maral Overseas Limited,19426
1439,ABAN.NS,ABAN,Aban Offshore Limited,19406
1440,BAFNAPH.NS,BAFNAPH,Bafna Pharmaceuticals Limited,19398
1441,BEDMUTHA.NS,BEDMUTHA,Bedmutha Industries Limited,19391
1442,SIMPLEXINF.NS,SIMPLEXINF,Simplex Infrastructures Limited,19314
1443,ARIES.NS,ARIES,Aries Agro Limited,19305
1444,DTIL.NS,DTIL,Dhunseri Tea & Industries Limited,19087
1445,KRITINUT.NS,KRITINUT,Kriti Nutrients Limited,19039
1446,IVC.NS,IVC,IL&FS Investment Managers Limited,18528
1447,IITL.NS,IITL,Industrial Investment Trust Limited,18433
1448,SWASTIK.NS,SWASTIK,Swastik Pipe Limited,18423
1449,AARON.NS,AARON,Aaron Industries Limited,18416
1450,VITAL.NS,VITAL,Vital Chemtech Limited,18406
1451,BEWLTD.NS,BEWLTD,BEW Engineering Limited,18340
1452,NILAINFRA.NS,NILAINFRA,Nila Infrastructures Limited,18316
1453,INDOTECH.NS,INDOTECH,Indo Tech Transformers Limited,18261
1454,PVP.NS,PVP,PVP Ventures Limited,18134
1455,AHLEAST.NS,AHLEAST,Asian Hotels (East) Limited,18035
1456,SAH.NS,SAH,Sah Polymers Limited,18019
1457,TIPSFILMS.NS,TIPSFILMS,Tips Films Limited,17951
1458,PHANTOMFX.NS,PHANTOMFX,Phantom Digital Effects Limited,17821
1459,DUCOL.NS,DUCOL,Ducol Organics And Colours Limited,17732
1460,KANPRPLA.NS,KANPRPLA,Kanpur Plastipack Limited,17690
1461,VINNY.NS,VINNY,Vinny Overseas Limited,17679
1462,MCLEODRUSS.NS,MCLEODRUSS,Mcleod Russel India Limited,17653
1463,TRF.NS,TRF,TRF Limited,17624
1464,ALLETEC.NS,ALLETEC,All E Technologies Limited,17599
1465,MANOMAY.NS,MANOMAY,Manomay Tex India Limited,17591
1466,INSPIRISYS.NS,INSPIRISYS,Inspirisys Solutions Limited,17511
1467,AIRAN.NS,AIRAN,Airan Limited,17378
1468,MODISONLTD.NS,MODISONLTD,MODISON LIMITED,17345
1469,MURUDCERA.NS,MURUDCERA,Murudeshwar Ceramics Limited,17309
1470,TIRUPATI.NS,TIRUPATI,Shree Tirupati Balajee FIBC Limited,17267
1471,PAR.NS,PAR,Par Drugs And Chemicals Limited,17226
1472,SGIL.NS,SGIL,Synergy Green Industries Limited,16977
1473,SPLIL.NS,SPLIL,SPL Industries Limited,16965
1474,GEEKAYWIRE.NS,GEEKAYWIRE,Geekay Wires Limited,16838
1475,PALREDTEC.NS,PALREDTEC,Palred Technologies Limited,16728
1476,ESSARSHPNG.NS,ESSARSHPNG,Essar Shipping Limited,16558
1477,SIL.NS,SIL,Standard Industries Limited,16533
1478,PRITI.NS,PRITI,Priti International Limited,16528
1479,AKSHARCHEM.NS,AKSHARCHEM,AksharChem India Limited,16472
1480,RAMANEWS.NS,RAMANEWS,Shree Rama Newsprint Limited,16449
1481,RUCHINFRA.NS,RUCHINFRA,Ruchi Infrastructure Limited,16419
1482,ALANKIT.NS,ALANKIT,Alankit Limited,16393
1483,MEGASOFT.NS,MEGASOFT,Megasoft Limited,16303
1484,IZMO.NS,IZMO,IZMO Limited,16237
1485,GULFPETRO.NS,GULFPETRO,GP Petroleums Limited,16188
1486,TOUCHWOOD.NS,TOUCHWOOD,Touchwood Entertainment Limited,16153
1487,SARVESHWAR.NS,SARVESHWAR,Sarveshwar Foods Limited,16128
1488,TARMAT.NS,TARMAT,Tarmat Limited,16082
1489,RPPL.NS,RPPL,Rajshree Polypack Limited,16080
1490,IEL.NS,IEL,Indiabulls Enterprises Limited,15966
1491,BHARATGEAR.NS,BHARATGEAR,Bharat Gears Limited,15885
1492,GOLDTECH.NS,GOLDTECH,Goldstone Technologies Limited,15856
1493,MBLINFRA.NS,MBLINFRA,MBL Infrastructure Limited,15766
1494,PROPEQUITY.NS,PROPEQUITY,P. E. Analytics Limited,15760
1495,EMKAY.NS,EMKAY,Emkay Global Financial Services Limited,15745
1496,IL&FSENGG.NS,IL&FSENGG,IL&FS Engineering and Construction Company Limited,15735
1497,BSL.NS,BSL,BSL Limited,15726
1498,UNITEDPOLY.NS,UNITEDPOLY,United Polyfab Gujarat Limited,15703
1499,PASHUPATI.NS,PASHUPATI,Pashupati Cotspin Limited,15605
1500,SHIVATEX.NS,SHIVATEX,Shiva Texyarn Limited,15536
1501,MANGALAM.NS,MANGALAM,Mangalam Drugs And Organics Limited,15512
1502,KRISHNADEF.NS,KRISHNADEF,Krishna Defence and Allied Industries Limited,15478
1503,PREMIERPOL.NS,PREMIERPOL,Premier Polyfilm Limited,15429
1504,SMSLIFE.NS,SMSLIFE,SMS Lifesciences India Limited,15420
1505,GOLDSTAR.NS,GOLDSTAR,Goldstar Power Limited,15405
1506,BROOKS.NS,BROOKS,Brooks Laboratories Limited,15402
1507,VAISHALI.NS,VAISHALI,Vaishali Pharma Limited,15387
1508,ALMONDZ.NS,ALMONDZ,Almondz Global Securities Limited,15376
1509,3RDROCK.NS,3RDROCK,3rd Rock Multimedia Limited,15316
1510,PRESSMN.NS,PRESSMN,Pressman Advertising Limited,15299
1511,AARVI.NS,AARVI,Aarvi Encon Limited,15272
1512,AKSHAR.NS,AKSHAR,Akshar Spintex Limited,15249
1513,LATTEYS.NS,LATTEYS,Latteys Industries Limited,15236
1514,VISESHINFO.NS,VISESHINFO,Visesh Infotecnics Limited,15098
1515,BHAGYANGR.NS,BHAGYANGR,Bhagyanagar India Limited,15038
1516,TTL.NS,TTL,T T Limited,14984
1517,SADBHAV.NS,SADBHAV,Sadbhav Engineering Limited,14841
1518,COMPUSOFT.NS,COMPUSOFT,Compucom Software Limited,14796
1519,KAKATCEM.NS,KAKATCEM,Kakatiya Cement Sugar & Industries Limited,14794
1520,RPPINFRA.NS,RPPINFRA,R.P.P. Infra Projects Limited,14790
1521,SVLL.NS,SVLL,Shree Vasu Logistics Limited,14780
1522,SMARTLINK.NS,SMARTLINK,Smartlink Holdings Limited,14763
1523,ASPINWALL.NS,ASPINWALL,Aspinwall and Company Limited,14761
1524,LAMBODHARA.NS,LAMBODHARA,Lambodhara Textiles Limited,14684
1525,DJML.NS,DJML,DJ Mediaprint & Logistics Limited,14683
1526,TIL.NS,TIL,TIL Limited,14649
1527,ELGIRUBCO.NS,ELGIRUBCO,Elgi Rubber Company Limited,14640
1528,JAINAM.NS,JAINAM,Jainam Ferro Alloys (I) Limited,14585
1529,WORTH.NS,WORTH,Worth Peripherals Limited,14491
1530,ISFT.NS,ISFT,Intrasoft Technologies Limited,14481
1531,GINNIFILA.NS,GINNIFILA,Ginni Filaments Limited,14475
1532,PILITA.NS,PILITA,PIL ITALICA LIFESTYLE LIMITED,14453
1533,SOFTTECH.NS,SOFTTECH,Softtech Engineers Limited,14437
1534,DUCON.NS,DUCON,Ducon Infratechnologies Limited,14427
1535,VETO.NS,VETO,Veto Switchgears And Cables Limited,14374
1536,RANEENGINE.NS,RANEENGINE,Rane Engine Valve Limited,14267
1537,AVONMORE.NS,AVONMORE,Avonmore Capital & Management Services Limited,14222
1538,KBCGLOBAL.NS,KBCGLOBAL,KBC Global Limited,14145
1539,PANSARI.NS,PANSARI,Pansari Developers Limited,14071
1540,MODIRUBBER.NS,MODIRUBBER,Modi Rubber Limited,14060
1541,INVENTURE.NS,INVENTURE,Inventure Growth & Securities Limited,13860
1542,KAPSTON.NS,KAPSTON,Kapston Services Limited,13831
1543,AKSHOPTFBR.NS,AKSHOPTFBR,Aksh Optifibre Limited,13748
1544,JMA.NS,JMA,Jullundur Motor Agency (Delhi) Limited,13739
1545,EMMBI.NS,EMMBI,Emmbi Industries Limited,13736
1546,NITCO.NS,NITCO,Nitco Limited,13725
1547,IRIS.NS,IRIS,Iris Business Services Limited,13669
1548,SHERA.NS,SHERA,Shera Energy Limited,13559
1549,DRSDILIP.NS,DRSDILIP,DRS Dilip Roadlines Limited,13549
1550,UNITEDTEA.NS,UNITEDTEA,The United Nilgiri Tea Estates Company Limited,13476
1551,JOCIL.NS,JOCIL,Jocil Limited,13455
1552,MANAKALUCO.NS,MANAKALUCO,Manaksia Aluminium Company Limited,13369
1553,VIPULLTD.NS,VIPULLTD,Vipul Limited,13258
1554,SIKKO.NS,SIKKO,Sikko Industries Limited,13255
1555,GILLANDERS.NS,GILLANDERS,Gillanders Arbuthnot & Company Limited,13158
1556,SVPGLOB.NS,SVPGLOB,SVP GLOBAL TEXTILES LIMITED,13093
1557,VISASTEEL.NS,VISASTEEL,Visa Steel Limited,13084
1558,DCM.NS,DCM,DCM  Limited,13084
